individual,height_cm,sla,ldmc,species_full,treatment,block,plot,vwc,pH,percent_clay_0to5,percent_clay_5to15,percent_silt_plus_clay_0to5,percent_silt_plus_clay_5to15,percent_silt_0to5,percent_silt_5to15,sand_0_5,percent_sand_5to15,shannon_bacteria_15,shannon_bacteria_5,species_richness_bacteria_15,species_richness_bacteria_5,simpson_bacteria_15,simpson_bacteria_5,shannon_fungi_5,shannon_fungi_15,species_richness_fungi_5,species_richness_fungi_15,simpson_fungi_5,simpson_fungi_15,latitude,longitude,slope,aspect,TPI,TRI,flowdir,twi,elevation,Aspect,amf_5,amf_15,EMF_0_5,EMF_5_15,other_5,other_15,PPF,plant_pathogen_15,unassigned_5,unassigned_15,litter_duff,rock,bare,mulch,biochar,nitrifiers,Proteobacteria,Verrucomicrobiota,Chloroflexi,total_c_0_5,total_c_5_15,total_n_0_5,total_n_5_15,DOC_0_5,DOC_5_15,TDN_0_5,TDN_5_15,ammonium_0_5,ammonium_5_15,nitrate_0_5,nitrate_5_15,potassium_0_5,potassium_5_15,calcium_0_5,calcium_5_15,phosphate_0_5,phosphate_5_15,sulfate_0_5,sulfate_5_15,cations_0_5,cations_5_15,DOCtoTDN_0_5,DOCtoTDN_5_15,CN_0_5,CN_5_15,DON_0_5,total_veg_cover,DIN_0_5,DIN_5_15,DON_5_15
1,11,0.07721763533905843,280.3319129849742,Oreochrysum parryi,m,b1,b1a,14,5.91,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.48929161649688,5.43661210016897,0.992682198838467,0.993295647142233,0.905258254964631,0.918936176052937,3.48839553067397,3.03116116901379,181,161,0.93776815961338,0.890223092783193,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0.049040086,0.027099047,0.17254845,0.788130618,78.46413716399995,63.996657785999965,0.205241841,0.033873809,21.109032459,35.18133779399999,24,6.5,17.5,49,1.5,2.140099282,0,1.577495864,0,1.4547,1.6847,0.0993,0.0743,13.85,14.93,1.073,1.606,0.2,0.18,1.2093,0.2575,2.405,1.965,1.35,2.37,2.884,0.684,1.505,1.3485,215.37621233697345,229.83108714344556,1,1,14.649546827794564,1,0.6445191299999999,42,0.42848087,0.19793924999999998,1.4080607500000002
2,13,0.10808075032619656,228.25938566552895,Oreochrysum parryi,m,b1,b1a,14,5.91,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.48929161649688,5.43661210016897,0.992682198838467,0.993295647142233,0.905258254964631,0.918936176052937,3.48839553067397,3.03116116901379,181,161,0.93776815961338,0.890223092783193,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0.049040086,0.027099047,0.17254845,0.788130618,78.46413716399995,63.996657785999965,0.205241841,0.033873809,21.109032459,35.18133779399999,24,6.5,17.5,49,1.5,2.140099282,0,1.577495864,0,1.4547,1.6847,0.0993,0.0743,13.85,14.93,1.073,1.606,0.2,0.18,1.2093,0.2575,2.405,1.965,1.35,2.37,2.884,0.684,1.505,1.3485,215.37621233697345,229.83108714344556,1,1,14.649546827794564,1,0.6445191299999999,42,0.42848087,0.19793924999999998,1.4080607500000002
3,9,0.09947216626335235,236.1339678868479,Oreochrysum parryi,m,b1,b1a,14,5.91,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.48929161649688,5.43661210016897,0.992682198838467,0.993295647142233,0.905258254964631,0.918936176052937,3.48839553067397,3.03116116901379,181,161,0.93776815961338,0.890223092783193,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0.049040086,0.027099047,0.17254845,0.788130618,78.46413716399995,63.996657785999965,0.205241841,0.033873809,21.109032459,35.18133779399999,24,6.5,17.5,49,1.5,2.140099282,0,1.577495864,0,1.4547,1.6847,0.0993,0.0743,13.85,14.93,1.073,1.606,0.2,0.18,1.2093,0.2575,2.405,1.965,1.35,2.37,2.884,0.684,1.505,1.3485,215.37621233697345,229.83108714344556,1,1,14.649546827794564,1,0.6445191299999999,42,0.42848087,0.19793924999999998,1.4080607500000002
4,10,0.0931109739354031,248.8379814077025,Oreochrysum parryi,m,b1,b1a,14,5.91,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.48929161649688,5.43661210016897,0.992682198838467,0.993295647142233,0.905258254964631,0.918936176052937,3.48839553067397,3.03116116901379,181,161,0.93776815961338,0.890223092783193,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0.049040086,0.027099047,0.17254845,0.788130618,78.46413716399995,63.996657785999965,0.205241841,0.033873809,21.109032459,35.18133779399999,24,6.5,17.5,49,1.5,2.140099282,0,1.577495864,0,1.4547,1.6847,0.0993,0.0743,13.85,14.93,1.073,1.606,0.2,0.18,1.2093,0.2575,2.405,1.965,1.35,2.37,2.884,0.684,1.505,1.3485,215.37621233697345,229.83108714344556,1,1,14.649546827794564,1,0.6445191299999999,42,0.42848087,0.19793924999999998,1.4080607500000002
1,11,0.1241866586188343,307.5724524774073,Vaccinium sp,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
2,10,0.11280676165761262,389.5394223263076,Vaccinium sp,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
3,11,0.10698820001490436,367.60211169769383,Vaccinium sp,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
4,12,0.11532018599644576,371.8048024786987,Vaccinium sp,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
1,1,0.11327633601648496,242.60078023407021,Oreochrysum parryi,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
4,15,0.1052184313468304,236.26821102162705,Oreochrysum parryi,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
3,10,0.1001299025052922,281.9063523668829,Oreochrysum parryi,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
2,11,0.0869318529069647,272.1904027064724,Oreochrysum parryi,bm,b1,b1c,14.7,6.08,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.79766445147637,5.795591707751,0.995318949404201,0.995413149805374,0.924243285086909,0.927012285546557,3.5696694455153,3.34662222448576,97,125,0.953707573721555,0.926465805805892,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0,9.598785166,5.604760208,60.717710995,71.751350473,0.111892583,0.013710274,29.571611253,22.630179059,33.5,4,7.5,33.5,5.5,3.848400758,0.051117278,1.935154082,0.080327151,1.4045,4.2241,0.0696,0.06609999999999999,17.02,7.293,1.538,0.5254,0.07,0.05499999999999999,0.7855,0.7554,5.075,4.08,2.288,2.449,1.784,1.764,2.3200000000000003,1.023,330.8019057095323,295.44054142737934,1,1,20.17959770114943,1,1.30620055,38.5,0.23179944999999996,0.21335235999999996,0.31204764
1,10,0.14166228370875458,332.22748815165875,Vaccinium sp,b,b1,b1d,15.5,6,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.36135785868205,5.19346995553804,0.991602593795555,0.990924402927368,0.902960028116178,0.900832229660065,3.5258130213939,3.80155131122625,86,170,0.948993093341719,0.959061342390522,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0.01672081,1.340354237,3.0718517089999997,77.42141375099999,54.495509262999995,0.6861337160000001,3.062296961999999,20.552098292000004,39.37034206100002,44.5,5,14,0,22.5,2.744787543,0.475059382,1.464766429,0.804961731,1.5876,2.2524,0.0728,0.05530000000000001,23.42,16.556,2.139,1.4978,0.09,0.065,1.032,0.775,4.6450000000000005,2.845,3.015,1.776,2.309,0.34,0.8345,1.2935,349.9597809248091,223.82302796822165,1,1,21.807692307692307,1,1.8359861999999998,89.5,0.3030138,0.225545,1.272255
4,11,0.11666247578161903,319.9300699300699,Vaccinium sp,b,b1,b1d,15.5,6,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.36135785868205,5.19346995553804,0.991602593795555,0.990924402927368,0.902960028116178,0.900832229660065,3.5258130213939,3.80155131122625,86,170,0.948993093341719,0.959061342390522,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0.01672081,1.340354237,3.0718517089999997,77.42141375099999,54.495509262999995,0.6861337160000001,3.062296961999999,20.552098292000004,39.37034206100002,44.5,5,14,0,22.5,2.744787543,0.475059382,1.464766429,0.804961731,1.5876,2.2524,0.0728,0.05530000000000001,23.42,16.556,2.139,1.4978,0.09,0.065,1.032,0.775,4.6450000000000005,2.845,3.015,1.776,2.309,0.34,0.8345,1.2935,349.9597809248091,223.82302796822165,1,1,21.807692307692307,1,1.8359861999999998,89.5,0.3030138,0.225545,1.272255
3,12,0.11368243722082826,364.5833333333333,Vaccinium sp,b,b1,b1d,15.5,6,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.36135785868205,5.19346995553804,0.991602593795555,0.990924402927368,0.902960028116178,0.900832229660065,3.5258130213939,3.80155131122625,86,170,0.948993093341719,0.959061342390522,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0.01672081,1.340354237,3.0718517089999997,77.42141375099999,54.495509262999995,0.6861337160000001,3.062296961999999,20.552098292000004,39.37034206100002,44.5,5,14,0,22.5,2.744787543,0.475059382,1.464766429,0.804961731,1.5876,2.2524,0.0728,0.05530000000000001,23.42,16.556,2.139,1.4978,0.09,0.065,1.032,0.775,4.6450000000000005,2.845,3.015,1.776,2.309,0.34,0.8345,1.2935,349.9597809248091,223.82302796822165,1,1,21.807692307692307,1,1.8359861999999998,89.5,0.3030138,0.225545,1.272255
2,12,0.11852082760400535,347.8437754271766,Vaccinium sp,b,b1,b1d,15.5,6,9.12,7.12,25.4,24.3,16.3,17.2,74.6,75.7,5.36135785868205,5.19346995553804,0.991602593795555,0.990924402927368,0.902960028116178,0.900832229660065,3.5258130213939,3.80155131122625,86,170,0.948993093341719,0.959061342390522,39.94215,-105.950482,10.64211793861825,201.36265630016828,1,4.25,8,6.5291860677066555,3076,156.36265630016828,0,0.01672081,1.340354237,3.0718517089999997,77.42141375099999,54.495509262999995,0.6861337160000001,3.062296961999999,20.552098292000004,39.37034206100002,44.5,5,14,0,22.5,2.744787543,0.475059382,1.464766429,0.804961731,1.5876,2.2524,0.0728,0.05530000000000001,23.42,16.556,2.139,1.4978,0.09,0.065,1.032,0.775,4.6450000000000005,2.845,3.015,1.776,2.309,0.34,0.8345,1.2935,349.9597809248091,223.82302796822165,1,1,21.807692307692307,1,1.8359861999999998,89.5,0.3030138,0.225545,1.272255
